"id","entidad_id","honorario_producto_id","honorario_id","producto_id","importe","created_at","updated_at"
"304","1222","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"305","1223","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"306","1224","16","4","3","140","2026-6-25 14:04:04","2026-6-25 14:04:04"
"307","1225","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"308","1226","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"309","1227","45","5","9","0","2026-6-25 14:04:04","2026-6-25 14:04:04"
"310","1222","48","8","9","0","2026-6-25 14:04:04","2026-6-25 14:04:04"
"311","1228","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"312","1229","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"313","1177","12","3","7","110","2026-6-25 14:04:04","2026-6-25 14:04:04"
"314","1231","48","8","9","0","2026-6-25 14:04:04","2026-6-25 14:04:04"
"315","1232","44","4","9","2350","2026-6-25 14:04:04","2026-6-25 14:04:04"
"316","1233","46","6","9","0","2026-6-25 14:04:04","2026-6-25 14:04:04"
"317","1233","70","10","11","75","2026-6-25 14:04:04","2026-6-25 14:04:04"
"318","1065","51","1","10","335","2026-6-25 14:04:04","2026-6-25 14:04:04"
"319","843","57","7","10","435","2026-6-25 14:04:04","2026-6-25 14:04:04"
"320","1062","57","7","10","435","2026-6-25 14:04:04","2026-6-25 14:04:04"
"321","902","57","7","10","435","2026-6-25 14:04:04","2026-6-25 14:04:04"
"322","1092","52","2","10","455","2026-6-25 14:04:04","2026-6-25 14:04:04"
"323","915","59","9","10","475","2026-6-25 14:04:04","2026-6-25 14:04:04"
"324","1093","59","9","10","475","2026-6-25 14:04:04","2026-6-25 14:04:04"
"325","1040","55","5","10","425","2026-6-25 14:04:04","2026-6-25 14:04:04"
"326","1059","59","9","10","475","2026-6-25 14:04:04","2026-6-25 14:04:04"
"327","727","57","7","10","435","2026-6-25 14:04:04","2026-6-25 14:04:04"
"328","893","57","7","10","435","2026-6-25 14:04:04","2026-6-25 14:04:04"
"329","903","59","9","10","475","2026-6-25 14:04:04","2026-6-25 14:04:04"
"330","1231","52","2","10","455","2026-6-25 14:04:04","2026-6-25 14:04:04"
"331","1232","52","2","10","455","2026-6-25 14:04:04","2026-6-25 14:04:04"
"332","153","53","3","10","375","2026-6-25 14:04:04","2026-6-25 14:04:04"
"333","1091","59","9","10","475","2026-6-25 14:04:04","2026-6-25 14:04:04"
"334","1066","51","1","10","335","2026-6-25 14:04:04","2026-6-25 14:04:04"
"335","1039","59","9","10","475","2026-6-25 14:04:04","2026-6-25 14:04:04"
