"id","entidad_id","honorario_producto_id","honorario_id","producto_id","importe","created_at","updated_at"
"336","942","59","9","10","475","2026-6-25 14:04:04","2026-6-25 14:04:04"
"337","1098","53","3","10","375","2026-6-25 14:04:04","2026-6-25 14:04:04"
"338","1005","59","9","10","475","2026-6-25 14:04:04","2026-6-25 14:04:04"
"339","1227","52","2","10","455","2026-6-25 14:04:04","2026-6-25 14:04:04"
"340","933","57","7","10","435","2026-6-25 14:04:04","2026-6-25 14:04:04"
"341","1234","53","3","10","375","2026-6-25 14:04:04","2026-6-25 14:04:04"
"342","892","57","7","10","435","2026-6-25 14:04:04","2026-6-25 14:04:04"
"343","999","53","3","10","375","2026-6-25 14:04:04","2026-6-25 14:04:04"
"344","1118","55","5","10","425","2026-6-25 14:04:04","2026-6-25 14:04:04"
"345","1129","57","7","10","435","2026-6-25 14:04:04","2026-6-25 14:04:04"
"346","1026","60","10","10","380","2026-6-25 14:04:04","2026-6-25 14:04:04"
"347","1023","57","7","10","435","2026-6-25 14:04:04","2026-6-25 14:04:04"
"348","961","55","5","10","425","2026-6-25 14:04:04","2026-6-25 14:04:04"
"349","1137","52","2","10","455","2026-6-25 14:04:04","2026-6-25 14:04:04"
"350","1043","55","5","10","425","2026-6-25 14:04:04","2026-6-25 14:04:04"
"351","1090","53","3","10","375","2026-6-25 14:04:04","2026-6-25 14:04:04"
"352","1138","53","3","10","375","2026-6-25 14:04:04","2026-6-25 14:04:04"
"353","1130","55","5","10","425","2026-6-25 14:04:04","2026-6-25 14:04:04"
"354","1077","61","1","11","550","2026-6-25 14:04:04","2026-6-25 14:04:04"
"355","1042","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"356","911","18","6","3","550","2026-6-25 14:04:04","2026-6-25 14:04:04"
"357","153","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"358","942","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"359","1005","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"360","1235","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"361","1014","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"362","971","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"363","1032","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"364","1055","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"365","1099","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"366","1008","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"367","953","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"368","1236","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"369","1049","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"370","1237","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"371","1238","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"372","1239","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"373","1240","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"374","1241","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"375","1242","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"376","1243","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"377","123","23","4","6","120","2026-6-25 14:04:04","2026-6-25 14:04:04"
"378","1244","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"379","667","23","4","6","120","2026-6-25 14:04:04","2026-6-25 14:04:04"
"380","1245","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"381","1245","55","5","10","425","2026-6-25 14:04:04","2026-6-25 14:04:04"
"382","1246","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"383","1105","52","2","10","455","2026-6-25 14:04:04","2026-6-25 14:04:04"
"384","879","44","4","9","2350","2026-6-25 14:04:04","2026-6-25 14:04:04"
"385","1074","53","3","10","375","2026-6-25 14:04:04","2026-6-25 14:04:04"
"386","944","52","2","10","455","2026-6-25 14:04:04","2026-6-25 14:04:04"
"387","1247","19","7","3","0","2026-6-25 14:04:04","2026-6-25 14:04:04"
"388","760","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"389","1248","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"390","979","8","2","9","2450","2026-6-25 14:04:04","2026-6-25 14:04:04"
"391","1249","52","2","10","455","2026-6-25 14:04:04","2026-6-25 14:04:04"
"392","1072","52","2","10","455","2026-6-25 14:04:04","2026-6-25 14:04:04"
"393","1073","52","2","10","455","2026-6-25 14:04:04","2026-6-25 14:04:04"
"394","1250","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"395","1251","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"396","1094","56","6","10","410","2026-6-25 14:04:04","2026-6-25 14:04:04"
"397","1252","59","9","10","475","2026-6-25 14:04:04","2026-6-25 14:04:04"
"398","1253","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"399","1254","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"400","1256","29","10","6","1000","2026-6-25 14:04:04","2026-6-25 14:04:04"
"401","695","29","10","6","1000","2026-6-25 14:04:04","2026-6-25 14:04:04"
"402","1258","59","9","10","475","2026-6-25 14:04:04","2026-6-25 14:04:04"
"403","826","29","10","6","1000","2026-6-25 14:04:04","2026-6-25 14:04:04"
"404","895","29","10","6","1000","2026-6-25 14:04:04","2026-6-25 14:04:04"
"405","119","29","10","6","1000","2026-6-25 14:04:04","2026-6-25 14:04:04"
"406","834","29","10","6","1000","2026-6-25 14:04:04","2026-6-25 14:04:04"
"407","1259","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"408","1260","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"409","1261","3","3","3","175","2026-6-25 14:04:04","2026-6-25 14:04:04"
"410","1262","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"411","846","29","10","6","1000","2026-6-25 14:04:04","2026-6-25 14:04:04"
"412","855","29","10","6","1000","2026-6-25 14:04:04","2026-6-25 14:04:04"
"413","799","29","10","6","1000","2026-6-25 14:04:04","2026-6-25 14:04:04"
"414","1263","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"415","933","65","5","11","450","2026-6-25 14:04:04","2026-6-25 14:04:04"
"416","1264","29","10","6","1000","2026-6-25 14:04:04","2026-6-25 14:04:04"
"417","1265","64","4","11","250","2026-6-25 14:04:04","2026-6-25 14:04:04"
"418","96","60","10","10","380","2026-6-25 14:04:04","2026-6-25 14:04:04"
"419","1233","52","2","10","455","2026-6-25 14:04:04","2026-6-25 14:04:04"
"420","1267","52","2","10","455","2026-6-25 14:04:04","2026-6-25 14:04:04"
"421","1266","67","7","11","1250","2026-6-25 14:04:04","2026-6-25 14:04:04"
"422","176","68","8","11","1750","2026-6-25 14:04:04","2026-6-25 14:04:04"
"423","147","63","3","11","1750","2026-6-25 14:04:04","2026-6-25 14:04:04"
"424","633","59","9","10","475","2026-6-25 14:04:04","2026-6-25 14:04:04"
"425","1273","69","9","11","2200","2026-6-25 14:04:04","2026-6-25 14:04:04"
"426","1274","66","6","11","750","2026-6-25 14:04:04","2026-6-25 14:04:04"
"427","1275","66","6","11","750","2026-6-25 14:04:04","2026-6-25 14:04:04"
"428","1152","65","5","11","450","2026-6-25 14:04:04","2026-6-25 14:04:04"
"429","869","64","4","11","250","2026-6-25 14:04:04","2026-6-25 14:04:04"
"430","976","64","4","11","250","2026-6-25 14:04:04","2026-6-25 14:04:04"
"431","840","65","5","11","450","2026-6-25 14:04:04","2026-6-25 14:04:04"
"432","961","65","5","11","450","2026-6-25 14:04:04","2026-6-25 14:04:04"
"433","894","68","8","11","1750","2026-6-25 14:04:04","2026-6-25 14:04:04"
"434","891","67","7","11","1250","2026-6-25 14:04:04","2026-6-25 14:04:04"
"435","1048","66","6","11","750","2026-6-25 14:04:04","2026-6-25 14:04:04"
"436","745","65","5","11","450","2026-6-25 14:04:04","2026-6-25 14:04:04"
"437","1121","62","2","11","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"438","1279","65","5","11","450","2026-6-25 14:04:04","2026-6-25 14:04:04"
"439","903","67","7","11","1250","2026-6-25 14:04:04","2026-6-25 14:04:04"
"440","917","66","6","11","750","2026-6-25 14:04:04","2026-6-25 14:04:04"
"441","1271","65","5","11","450","2026-6-25 14:04:04","2026-6-25 14:04:04"
"442","1057","67","7","11","1250","2026-6-25 14:04:04","2026-6-25 14:04:04"
"443","1231","65","5","11","450","2026-6-25 14:04:04","2026-6-25 14:04:04"
"444","1129","66","6","11","750","2026-6-25 14:04:04","2026-6-25 14:04:04"
"445","1276","65","5","11","450","2026-6-25 14:04:04","2026-6-25 14:04:04"
"446","1277","65","5","11","450","2026-6-25 14:04:04","2026-6-25 14:04:04"
"447","1278","67","7","11","1250","2026-6-25 14:04:04","2026-6-25 14:04:04"
"448","1272","65","5","11","450","2026-6-25 14:04:04","2026-6-25 14:04:04"
"449","1280","68","8","11","1750","2026-6-25 14:04:04","2026-6-25 14:04:04"
"450","1268","62","2","11","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"451","1086","67","7","11","1250","2026-6-25 14:04:04","2026-6-25 14:04:04"
"452","1258","65","5","11","450","2026-6-25 14:04:04","2026-6-25 14:04:04"
"453","1282","64","4","11","250","2026-6-25 14:04:04","2026-6-25 14:04:04"
"454","1283","66","6","11","750","2026-6-25 14:04:04","2026-6-25 14:04:04"
"455","1284","17","5","3","250","2026-6-25 14:04:04","2026-6-25 14:04:04"
"456","1285","29","10","6","1000","2026-6-25 14:04:04","2026-6-25 14:04:04"
"457","1286","52","2","10","455","2026-6-25 14:04:04","2026-6-25 14:04:04"
"458","955","52","2","10","455","2026-6-25 14:04:04","2026-6-25 14:04:04"
"459","1288","29","10","6","1000","2026-6-25 14:04:04","2026-6-25 14:04:04"
"460","1042","62","2","11","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"461","1036","62","2","11","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"462","1289","65","5","11","450","2026-6-25 14:04:04","2026-6-25 14:04:04"
"463","103","29","10","6","1000","2026-6-25 14:04:04","2026-6-25 14:04:04"
"464","1290","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"465","1292","29","10","6","1000","2026-6-25 14:04:04","2026-6-25 14:04:04"
"466","1291","62","2","11","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"467","152","29","10","6","1000","2026-6-25 14:04:04","2026-6-25 14:04:04"
"468","860","67","7","11","1250","2026-6-25 14:04:04","2026-6-25 14:04:04"
"469","843","66","6","11","750","2026-6-25 14:04:04","2026-6-25 14:04:04"
"470","1232","70","10","11","75","2026-6-25 14:04:04","2026-6-25 14:04:04"
"471","1294","69","9","11","2200","2026-6-25 14:04:04","2026-6-25 14:04:04"
"472","1295","52","2","10","455","2026-6-25 14:04:04","2026-6-25 14:04:04"
"473","1296","25","6","6","167","2026-6-25 14:04:04","2026-6-25 14:04:04"
"474","1297","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"475","1288","59","9","10","475","2026-6-25 14:04:04","2026-6-25 14:04:04"
"476","1298","2","2","3","150","2026-6-25 14:04:04","2026-6-25 14:04:04"
"477","1300","59","9","10","475","2026-6-25 14:04:04","2026-6-25 14:04:04"
"478","893","44","4","9","2350","2026-6-25 14:04:04","2026-6-25 14:04:04"
"479","1302","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"480","910","59","9","10","475","2026-6-25 14:04:04","2026-6-25 14:04:04"
"481","1303","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"482","1294","3","3","3","175","2026-6-25 14:04:04","2026-6-25 14:04:04"
"483","1299","55","5","10","425","2026-6-25 14:04:04","2026-6-25 14:04:04"
"484","1304","1","1","3","125","2026-6-25 14:04:04","2026-6-25 14:04:04"
"485","1305","59","9","10","475","2026-6-25 14:04:04","2026-6-25 14:04:04"
"486","1302","4","1","6","35","2026-6-25 14:04:04","2026-6-25 14:04:04"
"487","178","28","9","6","48","2026-6-25 14:04:04","2026-6-25 14:04:04"
"488","1349","29","10","6","1000","2026-6-25 14:04:04","2026-6-25 14:04:04"
